season,season_type,bucket,team,n,epa,succ,sacks,ints
2022,POST,q2,BAL,6,-1.496070314082317,2.0,1.0,0.0
2022,POST,q2,BUF,34,6.739096808193039,15.0,2.0,0.0
2022,POST,q2,CIN,33,13.560994838565529,17.0,1.0,0.0
2022,POST,q2,DAL,22,-2.6902705686452197,10.0,0.0,1.0
2022,POST,q2,JAX,22,4.4572272922015115,9.0,1.0,0.0
2022,POST,q2,KC,44,7.5716950954691375,23.0,2.0,1.0
2022,POST,q2,LAC,12,-3.045821113686543,5.0,1.0,1.0
2022,POST,q2,MIA,14,-9.436853130599198,5.0,2.0,2.0
2022,POST,q2,MIN,16,3.9988454760857435,8.0,1.0,0.0
2022,POST,q2,NYG,17,5.15809321537381,8.0,0.0,0.0
2022,POST,q2,PHI,22,-6.010626412346028,7.0,1.0,0.0
2022,POST,q2,SEA,15,3.9491040668046926,7.0,1.0,0.0
2022,POST,q2,SF,24,7.063234456306815,13.0,0.0,1.0
2022,POST,q2,TB,16,13.86640778707806,11.0,0.0,0.0
2022,POST,q3,BAL,10,6.124553997375304,8.0,0.0,0.0
2022,POST,q3,BUF,20,-4.5372805572114885,7.0,1.0,1.0
2022,POST,q3,CIN,33,5.524508524191743,16.0,2.0,0.0
2022,POST,q3,DAL,24,3.0966391974799334,12.0,0.0,0.0
2022,POST,q3,JAX,19,2.9625945691352786,10.0,0.0,0.0
2022,POST,q3,KC,30,-4.972751223532659,7.0,2.0,0.0
2022,POST,q3,LAC,11,10.838388767966535,8.0,0.0,0.0
2022,POST,q3,MIA,13,-5.254315567901358,6.0,1.0,0.0
2022,POST,q3,MIN,7,5.036808392847888,4.0,1.0,0.0
2022,POST,q3,NYG,16,6.633895235136151,8.0,1.0,0.0
2022,POST,q3,PHI,18,4.459288468235172,11.0,0.0,0.0
2022,POST,q3,SEA,4,5.3496230859309435,4.0,0.0,0.0
2022,POST,q3,SF,26,-0.8518456863072426,12.0,1.0,0.0
2022,POST,q3,TB,8,5.0148248201585375,6.0,0.0,0.0
2022,POST,q4,BAL,7,-4.982639133930206,2.0,1.0,0.0
2022,POST,q4,BUF,15,0.6402445563580841,6.0,1.0,0.0
2022,POST,q4,CIN,44,-6.278476882659107,17.0,2.0,1.0
2022,POST,q4,DAL,34,2.4593399082091643,16.0,2.0,0.0
2022,POST,q4,JAX,19,8.378417200772972,12.0,2.0,0.0
2022,POST,q4,KC,38,9.747428305540193,19.0,2.0,2.0
2022,POST,q4,LAC,14,4.255733993952163,9.0,1.0,0.0
2022,POST,q4,MIA,7,-2.1014121051412076,2.0,3.0,0.0
2022,POST,q4,MIN,14,1.1465372004313394,6.0,1.0,0.0
2022,POST,q4,NYG,15,-7.35040704669575,4.0,0.0,0.0
2022,POST,q4,PHI,26,2.883039581240155,11.0,3.0,0.0
2022,POST,q4,SEA,8,11.855618992390694,5.0,0.0,0.0
2022,POST,q4,SF,33,-3.5773183865115845,13.0,2.0,1.0
2022,POST,q4,TB,6,5.295903200283647,3.0,0.0,0.0
2022,REG,all,ARI,654,33.85220805899645,336.0,36.0,11.0
2022,REG,all,ATL,601,79.38762244602566,301.0,21.0,10.0
2022,REG,all,BAL,668,19.111661709682554,304.0,48.0,14.0
2022,REG,all,BUF,640,-10.780229546476443,285.0,40.0,17.0
2022,REG,all,CAR,638,32.27556104071753,292.0,35.0,10.0
2022,REG,all,CHI,533,104.20311868116565,275.0,20.0,14.0
2022,REG,all,CIN,603,-25.42588806159162,251.0,30.0,13.0
2022,REG,all,CLE,569,-7.489416361646997,248.0,34.0,11.0
2022,REG,all,DAL,631,-48.87684675270427,275.0,54.0,16.0
2022,REG,all,DEN,667,-40.601895644504644,283.0,36.0,15.0
2022,REG,all,DET,646,66.16232970437562,309.0,39.0,12.0
2022,REG,all,GB,534,7.114155392640033,237.0,34.0,17.0
2022,REG,all,HOU,590,9.59365686954609,271.0,39.0,16.0
2022,REG,all,IND,615,10.720951380871607,286.0,44.0,10.0
2022,REG,all,JAX,675,21.580455542405126,309.0,35.0,14.0
2022,REG,all,KC,715,3.01198534786592,311.0,55.0,11.0
2022,REG,all,LA,618,46.57952891975198,301.0,38.0,16.0
2022,REG,all,LAC,572,-19.88013791474195,241.0,40.0,14.0
2022,REG,all,LV,644,90.20051287916402,316.0,27.0,6.0
2022,REG,all,MIA,696,46.91839787322134,317.0,40.0,8.0
2022,REG,all,MIN,695,37.28293259510018,325.0,38.0,15.0
2022,REG,all,NE,678,-60.0287122752481,287.0,54.0,19.0
2022,REG,all,NO,611,-41.29214099930211,245.0,48.0,7.0
2022,REG,all,NYG,635,16.763421073381277,273.0,41.0,6.0
2022,REG,all,NYJ,632,-33.324594597696375,267.0,45.0,12.0
2022,REG,all,PHI,658,-65.22908245768281,283.0,70.0,17.0
2022,REG,all,PIT,616,48.84101735303538,280.0,40.0,20.0
2022,REG,all,SEA,625,13.416942474418455,269.0,45.0,14.0
2022,REG,all,SF,665,-65.33492122117303,286.0,44.0,20.0
2022,REG,all,TB,641,1.618182575257578,281.0,45.0,10.0
2022,REG,all,TEN,741,64.67788962425506,342.0,39.0,14.0
2022,REG,all,WAS,590,-27.103414307025204,239.0,43.0,9.0
2022,REG,close,ARI,485,2.0495311797589517,249.0,29.0,10.0
2022,REG,close,ATL,427,60.642138255300424,209.0,15.0,7.0
2022,REG,close,BAL,418,-29.802477333018334,178.0,34.0,9.0
2022,REG,close,BUF,371,14.313335826596502,169.0,27.0,7.0
2022,REG,close,CAR,424,-2.420412075985122,195.0,20.0,7.0
2022,REG,close,CHI,383,94.06279198351466,195.0,14.0,8.0
2022,REG,close,CIN,322,-1.8676479569443138,139.0,15.0,4.0
2022,REG,close,CLE,422,-15.915229279344427,173.0,22.0,8.0
2022,REG,close,DAL,364,12.52878405086476,167.0,25.0,9.0
2022,REG,close,DEN,585,-72.62472044580696,236.0,35.0,12.0
2022,REG,close,DET,401,16.127953914288092,191.0,26.0,9.0
2022,REG,close,GB,390,12.836863485600823,173.0,23.0,9.0
2022,REG,close,HOU,448,13.682898046716991,209.0,28.0,13.0
2022,REG,close,IND,436,20.366086554763957,200.0,30.0,7.0
2022,REG,close,JAX,395,16.029172888008034,181.0,21.0,9.0
2022,REG,close,KC,406,-14.11164512188169,171.0,38.0,6.0
2022,REG,close,LA,437,61.419171007654676,222.0,27.0,9.0
2022,REG,close,LAC,427,-36.546216554861424,174.0,28.0,11.0
2022,REG,close,LV,433,88.66403402414136,217.0,20.0,3.0
2022,REG,close,MIA,546,56.88646798251085,254.0,32.0,5.0
2022,REG,close,MIN,456,1.8083758426843453,209.0,29.0,9.0
2022,REG,close,NE,429,-9.781388044078719,185.0,31.0,12.0
2022,REG,close,NO,410,-20.76217758688177,171.0,26.0,6.0
2022,REG,close,NYG,512,20.98215191254451,222.0,31.0,3.0
2022,REG,close,NYJ,482,0.5425671644331609,207.0,34.0,10.0
2022,REG,close,PHI,297,-49.28232953764174,127.0,39.0,9.0
2022,REG,close,PIT,480,27.402497317435337,218.0,26.0,18.0
2022,REG,close,SEA,377,17.892389670469043,163.0,24.0,9.0
2022,REG,close,SF,386,-16.58097891735506,166.0,25.0,10.0
2022,REG,close,TB,430,2.584065694285102,178.0,29.0,7.0
2022,REG,close,TEN,538,48.08017394785225,247.0,29.0,10.0
2022,REG,close,WAS,422,-37.614568293114424,170.0,34.0,8.0
2022,REG,clutch,ARI,30,0.56708313604913,14.0,1.0,0.0
2022,REG,clutch,ATL,41,4.718824450304965,20.0,3.0,3.0
2022,REG,clutch,BAL,43,24.110734445878382,25.0,1.0,0.0
2022,REG,clutch,BUF,27,-11.313799799655712,8.0,4.0,2.0
2022,REG,clutch,CAR,25,-0.4459393329446584,11.0,3.0,1.0
2022,REG,clutch,CHI,23,8.43445551877737,13.0,0.0,1.0
2022,REG,clutch,CIN,40,-7.895708198653608,19.0,2.0,1.0
2022,REG,clutch,CLE,30,0.011396508096368052,11.0,2.0,0.0
2022,REG,clutch,DAL,40,-0.13856696032742022,18.0,0.0,3.0
2022,REG,clutch,DEN,67,-12.799788031938668,23.0,5.0,2.0
2022,REG,clutch,DET,46,-0.14669496326621267,18.0,4.0,1.0
2022,REG,clutch,GB,33,0.503142561487155,15.0,0.0,2.0
2022,REG,clutch,HOU,64,-0.6728824998557987,29.0,3.0,3.0
2022,REG,clutch,IND,74,9.889025766127093,35.0,2.0,2.0
2022,REG,clutch,JAX,40,11.970914617935463,17.0,3.0,0.0
2022,REG,clutch,KC,45,6.599934598663822,18.0,7.0,2.0
2022,REG,clutch,LA,31,10.090544210907073,19.0,1.0,2.0
2022,REG,clutch,LAC,40,-9.499407903237628,14.0,5.0,1.0
2022,REG,clutch,LV,75,14.38315028993665,35.0,3.0,0.0
2022,REG,clutch,MIA,60,-11.671557749727038,25.0,4.0,2.0
2022,REG,clutch,MIN,93,-19.641513771960877,40.0,7.0,3.0
2022,REG,clutch,NE,30,-4.708899430872407,8.0,1.0,0.0
2022,REG,clutch,NO,43,4.243734834866187,19.0,4.0,1.0
2022,REG,clutch,NYG,69,-10.475726575386943,25.0,6.0,1.0
2022,REG,clutch,NYJ,38,0.3317038909299299,16.0,2.0,3.0
2022,REG,clutch,PHI,23,-10.13634701915032,9.0,5.0,0.0
2022,REG,clutch,PIT,48,-1.3904650891293713,21.0,2.0,3.0
2022,REG,clutch,SEA,25,6.058024213054406,13.0,1.0,1.0
2022,REG,clutch,SF,11,-5.389108626000678,4.0,0.0,1.0
2022,REG,clutch,TB,29,2.3054980085436254,10.0,4.0,1.0
2022,REG,clutch,TEN,73,11.394532658199582,36.0,3.0,2.0
2022,REG,clutch,WAS,44,-22.682878319632042,12.0,4.0,2.0
2022,REG,late,ARI,60,10.748976251963791,32.0,2.0,0.0
2022,REG,late,ATL,63,3.3981085802370217,30.0,3.0,3.0
2022,REG,late,BAL,96,39.823702843734836,53.0,4.0,3.0
2022,REG,late,BUF,93,-13.527633842101096,38.0,8.0,4.0
2022,REG,late,CAR,67,14.431018055626794,31.0,6.0,1.0
2022,REG,late,CHI,42,-0.8972468680466998,19.0,2.0,2.0
2022,REG,late,CIN,89,-7.9929378686736605,40.0,3.0,2.0
2022,REG,late,CLE,66,4.097328264027297,29.0,6.0,1.0
2022,REG,late,DAL,98,-22.262989484573108,43.0,7.0,4.0
2022,REG,late,DEN,69,-14.937373928180612,23.0,5.0,3.0
2022,REG,late,DET,74,2.7491541420392913,28.0,5.0,1.0
2022,REG,late,GB,46,5.389089513613842,21.0,0.0,4.0
2022,REG,late,HOU,67,-2.934763000097913,29.0,4.0,3.0
2022,REG,late,IND,74,9.889025766127093,35.0,2.0,2.0
2022,REG,late,JAX,90,1.6197778992625294,38.0,4.0,2.0
2022,REG,late,KC,108,12.683611553919036,44.0,11.0,3.0
2022,REG,late,LA,57,-1.1548249914252455,29.0,1.0,4.0
2022,REG,late,LAC,59,-12.015029404093791,22.0,8.0,2.0
2022,REG,late,LV,94,-4.032641997536218,41.0,3.0,1.0
2022,REG,late,MIA,73,-22.470211768409932,28.0,5.0,3.0
2022,REG,late,MIN,121,-25.93923297754157,50.0,8.0,5.0
2022,REG,late,NE,87,-18.805422718200134,30.0,6.0,1.0
2022,REG,late,NO,77,0.7390883496895508,34.0,9.0,1.0
2022,REG,late,NYG,85,-6.161153417541231,35.0,7.0,1.0
2022,REG,late,NYJ,57,-8.34759715231527,24.0,2.0,4.0
2022,REG,late,PHI,91,0.3856778067038906,45.0,10.0,2.0
2022,REG,late,PIT,65,-0.061631177095783585,27.0,6.0,4.0
2022,REG,late,SEA,80,-2.700213418151296,31.0,9.0,2.0
2022,REG,late,SF,66,-28.41441958365948,31.0,6.0,4.0
2022,REG,late,TB,76,-5.4517447852262,31.0,7.0,3.0
2022,REG,late,TEN,103,15.65994635427518,49.0,5.0,2.0
2022,REG,late,WAS,60,-21.49507955959668,17.0,6.0,2.0
2022,REG,ot,ARI,11,-4.452053272514604,6.0,0.0,0.0
2022,REG,ot,BUF,6,-0.0424067545581468,2.0,2.0,0.0
2022,REG,ot,CAR,5,-3.3496379412245005,3.0,0.0,1.0
2022,REG,ot,CIN,12,0.3172030362457461,7.0,0.0,0.0
2022,REG,ot,CLE,11,-1.8488077903166413,4.0,1.0,0.0
2022,REG,ot,DAL,3,2.1330435735872015,2.0,0.0,0.0
2022,REG,ot,DEN,14,3.4032243754930303,4.0,0.0,0.0
2022,REG,ot,GB,7,-2.9014885446522385,3.0,0.0,0.0
2022,REG,ot,HOU,14,3.2944935291449426,8.0,2.0,0.0
2022,REG,ot,IND,20,-0.8192064718690641,11.0,3.0,0.0
2022,REG,ot,JAX,1,-8.55931993946433,0.0,0.0,1.0
2022,REG,ot,KC,4,-4.762065174349118,1.0,2.0,0.0
2022,REG,ot,LA,4,-0.8018693241756409,1.0,0.0,0.0
2022,REG,ot,LAC,2,-3.2511581308208406,0.0,0.0,0.0
2022,REG,ot,LV,8,-3.7085284140193835,4.0,0.0,0.0
2022,REG,ot,MIN,12,-0.8159904377534986,6.0,1.0,1.0
2022,REG,ot,NE,6,2.0440410033334047,4.0,0.0,0.0
2022,REG,ot,NYG,2,-2.2615988281322643,0.0,1.0,0.0
2022,REG,ot,PIT,9,-0.03800421463753434,4.0,1.0,0.0
2022,REG,ot,SEA,4,-0.6692251005442813,2.0,0.0,1.0
2022,REG,ot,SF,1,-7.8304963366827,0.0,0.0,1.0
2022,REG,ot,TB,7,3.9014308625482954,3.0,0.0,0.0
2022,REG,ot,TEN,10,2.7449660611493734,5.0,0.0,0.0
2022,REG,ot,WAS,12,-0.09904156510981355,7.0,2.0,0.0
2022,REG,q1,ARI,146,14.906219312300184,76.0,9.0,2.0
2022,REG,q1,ATL,132,29.04778795570585,71.0,2.0,0.0
2022,REG,q1,BAL,130,-20.633021204872776,54.0,12.0,3.0
2022,REG,q1,BUF,125,24.863320614694313,65.0,6.0,2.0
2022,REG,q1,CAR,129,-3.6303223754358545,58.0,4.0,2.0
2022,REG,q1,CHI,120,56.60316888311642,71.0,3.0,2.0
2022,REG,q1,CIN,110,-13.179254791256653,42.0,3.0,3.0
2022,REG,q1,CLE,121,-25.263911258726765,47.0,4.0,4.0
2022,REG,q1,DAL,113,-6.365863607997666,50.0,12.0,0.0
2022,REG,q1,DEN,158,3.174160901549249,75.0,8.0,1.0
2022,REG,q1,DET,132,23.731017906279426,69.0,10.0,1.0
2022,REG,q1,GB,116,-11.068186027196628,43.0,8.0,1.0
2022,REG,q1,HOU,138,-3.0204748875959604,56.0,6.0,2.0
2022,REG,q1,IND,128,-7.910395807617402,57.0,12.0,1.0
2022,REG,q1,JAX,150,23.014307538301225,71.0,6.0,3.0
2022,REG,q1,KC,137,9.289074640652835,63.0,11.0,1.0
2022,REG,q1,LA,136,-1.0863445956799218,62.0,11.0,5.0
2022,REG,q1,LAC,155,-28.13736895484176,64.0,8.0,5.0
2022,REG,q1,LV,119,31.14176617881371,64.0,5.0,0.0
2022,REG,q1,MIA,150,30.16866851627604,78.0,9.0,2.0
2022,REG,q1,MIN,147,4.0916410442537146,61.0,11.0,1.0
2022,REG,q1,NE,140,7.671545586646926,65.0,10.0,4.0
2022,REG,q1,NO,137,-9.52005165064623,55.0,7.0,1.0
2022,REG,q1,NYG,147,19.225694555269634,68.0,5.0,1.0
2022,REG,q1,NYJ,162,0.8860086778782281,71.0,9.0,2.0
2022,REG,q1,PHI,125,-9.51747092907317,61.0,13.0,3.0
2022,REG,q1,PIT,138,10.227697699029516,56.0,8.0,3.0
2022,REG,q1,SEA,137,-3.4862439164266976,61.0,6.0,4.0
2022,REG,q1,SF,132,9.07867525927724,58.0,6.0,2.0
2022,REG,q1,TB,131,-9.494088408829047,54.0,10.0,1.0
2022,REG,q1,TEN,152,10.130154432140202,61.0,7.0,1.0
2022,REG,q1,WAS,137,-22.39049435440914,59.0,16.0,2.0
2022,REG,q2,ARI,206,7.576939036983263,112.0,6.0,4.0
2022,REG,q2,ATL,189,56.943503553913324,105.0,8.0,4.0
2022,REG,q2,BAL,174,18.26912427226105,86.0,10.0,3.0
2022,REG,q2,BUF,157,9.919601284329914,68.0,12.0,2.0
2022,REG,q2,CAR,172,-15.18066228313656,71.0,8.0,5.0
2022,REG,q2,CHI,178,50.69188725662884,91.0,7.0,4.0
2022,REG,q2,CIN,164,13.618675528964289,75.0,8.0,5.0
2022,REG,q2,CLE,163,22.126677456201598,72.0,8.0,2.0
2022,REG,q2,DAL,177,-1.4839035857662997,79.0,16.0,4.0
2022,REG,q2,DEN,203,23.571460081749684,99.0,11.0,5.0
2022,REG,q2,DET,185,3.978403865454723,85.0,15.0,4.0
2022,REG,q2,GB,177,-4.147418885995694,83.0,14.0,4.0
2022,REG,q2,HOU,192,-2.619823731970868,91.0,15.0,6.0
2022,REG,q2,IND,172,9.026377287178915,84.0,11.0,2.0
2022,REG,q2,JAX,198,15.444871990446774,100.0,10.0,3.0
2022,REG,q2,KC,188,-3.078676362418609,81.0,15.0,2.0
2022,REG,q2,LA,185,14.445337309269457,82.0,11.0,3.0
2022,REG,q2,LAC,146,15.564074226249325,60.0,7.0,2.0
2022,REG,q2,LV,164,41.733484286647645,86.0,5.0,2.0
2022,REG,q2,MIA,197,28.93691886297623,88.0,13.0,2.0
2022,REG,q2,MIN,171,16.2371764778622,87.0,8.0,3.0
2022,REG,q2,NE,199,-0.12858023014971653,91.0,19.0,6.0
2022,REG,q2,NO,180,-7.811390419399349,75.0,14.0,3.0
2022,REG,q2,NYG,190,-17.756897616964736,76.0,18.0,2.0
2022,REG,q2,NYJ,173,23.14007291385976,79.0,14.0,2.0
2022,REG,q2,PHI,188,-27.905397263502362,68.0,17.0,5.0
2022,REG,q2,PIT,194,35.31419419378102,95.0,9.0,6.0
2022,REG,q2,SEA,168,19.55845234197158,73.0,15.0,2.0
2022,REG,q2,SF,192,-8.452850459267756,86.0,15.0,5.0
2022,REG,q2,TB,184,4.727759249236549,76.0,10.0,2.0
2022,REG,q2,TEN,187,33.927864321269745,99.0,9.0,6.0
2022,REG,q2,WAS,168,1.692883529620075,70.0,7.0,4.0
2022,REG,q3,ARI,140,-7.480768262520835,66.0,15.0,3.0
2022,REG,q3,ATL,128,-9.536927140278282,56.0,5.0,2.0
2022,REG,q3,BAL,153,-24.175133922812204,61.0,12.0,3.0
2022,REG,q3,BUF,142,-20.39910596505009,63.0,9.0,4.0
2022,REG,q3,CAR,161,30.60149554485466,81.0,10.0,0.0
2022,REG,q3,CHI,114,6.67958654210096,57.0,7.0,0.0
2022,REG,q3,CIN,142,-19.630976581161068,50.0,10.0,1.0
2022,REG,q3,CLE,124,5.072779442734836,59.0,12.0,2.0
2022,REG,q3,DAL,139,11.347278100631355,63.0,16.0,2.0
2022,REG,q3,DEN,132,-33.6434843766741,45.0,7.0,2.0
2022,REG,q3,DET,155,35.59022275962009,78.0,5.0,5.0
2022,REG,q3,GB,110,23.081914710087112,52.0,4.0,1.0
2022,REG,q3,HOU,101,3.3615737254731357,50.0,7.0,3.0
2022,REG,q3,IND,138,-2.8726627274286853,65.0,10.0,2.0
2022,REG,q3,JAX,126,-0.1930332205144003,55.0,10.0,2.0
2022,REG,q3,KC,141,5.264250476178111,63.0,11.0,0.0
2022,REG,q3,LA,127,16.554174144624586,72.0,9.0,3.0
2022,REG,q3,LAC,130,10.355727688433326,61.0,11.0,3.0
2022,REG,q3,LV,143,0.3449409067651774,66.0,11.0,3.0
2022,REG,q3,MIA,148,-0.858584528942679,61.0,7.0,0.0
2022,REG,q3,MIN,152,51.51885191732205,77.0,6.0,1.0
2022,REG,q3,NE,141,-29.846971652157677,62.0,7.0,6.0
2022,REG,q3,NO,128,-5.362293498229262,54.0,8.0,1.0
2022,REG,q3,NYG,128,14.823073661917604,55.0,6.0,1.0
2022,REG,q3,NYJ,141,-21.831047515459066,57.0,13.0,3.0
2022,REG,q3,PHI,135,-10.031257871710137,61.0,14.0,4.0
2022,REG,q3,PIT,126,-14.151071615932446,58.0,12.0,5.0
2022,REG,q3,SEA,121,-2.8098168333240023,52.0,10.0,3.0
2022,REG,q3,SF,141,-0.6443369074238694,63.0,9.0,5.0
2022,REG,q3,TB,145,-4.1169705837730515,65.0,12.0,2.0
2022,REG,q3,TEN,185,22.66462345323131,87.0,8.0,3.0
2022,REG,q3,WAS,129,29.009054699818215,57.0,6.0,0.0
2022,REG,q4,ARI,151,23.301871244748444,76.0,6.0,2.0
2022,REG,q4,ATL,152,2.9332580766847616,69.0,6.0,4.0
2022,REG,q4,BAL,211,45.65069256510648,103.0,14.0,5.0
2022,REG,q4,BUF,210,-25.12163872589243,87.0,11.0,9.0
2022,REG,q4,CAR,171,23.83468809565978,79.0,13.0,2.0
2022,REG,q4,CHI,121,-9.771524000680573,56.0,3.0,8.0
2022,REG,q4,CIN,175,-6.551535254383936,77.0,9.0,4.0
2022,REG,q4,CLE,150,-7.576154211540027,66.0,9.0,3.0
2022,REG,q4,DAL,199,-54.50740123315886,81.0,10.0,10.0
2022,REG,q4,DEN,160,-37.10725662662251,60.0,10.0,7.0
2022,REG,q4,DET,174,2.862685173021375,77.0,9.0,2.0
2022,REG,q4,GB,124,2.1493341403974853,56.0,8.0,11.0
2022,REG,q4,HOU,145,8.577888234494841,66.0,9.0,5.0
2022,REG,q4,IND,157,13.296839100607844,69.0,8.0,5.0
2022,REG,q4,JAX,200,-8.126370826364141,83.0,9.0,5.0
2022,REG,q4,KC,245,-3.7005982321973,103.0,16.0,8.0
2022,REG,q4,LA,166,17.4682313857135,84.0,7.0,5.0
2022,REG,q4,LAC,139,-14.411412743762003,56.0,14.0,4.0
2022,REG,q4,LV,210,20.68884992095687,96.0,6.0,1.0
2022,REG,q4,MIA,201,-11.328604977088256,90.0,11.0,4.0
2022,REG,q4,MIN,213,-33.74874640658429,94.0,12.0,9.0
2022,REG,q4,NE,192,-39.76874698292103,65.0,18.0,3.0
2022,REG,q4,NO,166,-18.598405431027267,61.0,19.0,2.0
2022,REG,q4,NYG,168,2.733149301291041,74.0,11.0,2.0
2022,REG,q4,NYJ,156,-35.519628673975305,60.0,9.0,5.0
2022,REG,q4,PHI,210,-17.77495639339714,93.0,26.0,5.0
2022,REG,q4,PIT,149,17.488201290794823,67.0,10.0,6.0
2022,REG,q4,SEA,195,0.8237759827418554,81.0,14.0,4.0
2022,REG,q4,SF,199,-57.48591277707594,79.0,14.0,7.0
2022,REG,q4,TB,174,6.600051456074832,83.0,13.0,5.0
2022,REG,q4,TEN,207,-4.789718643535577,90.0,15.0,4.0
2022,REG,q4,WAS,144,-35.315816616944545,46.0,12.0,3.0
2023,POST,all,BAL,79,4.711729325635876,34.0,2.0,0.0
2023,POST,all,BUF,66,1.3420313745131436,32.0,1.0,1.0
2023,POST,all,CLE,22,13.278032914861063,11.0,0.0,0.0
2023,POST,all,DAL,21,23.940234170295298,15.0,0.0,0.0
2023,POST,all,DET,122,34.575562432205594,58.0,8.0,3.0
2023,POST,all,GB,111,7.667536549649395,57.0,5.0,2.0
2023,POST,all,HOU,82,-6.145183445300087,38.0,7.0,2.0
2023,POST,all,KC,178,-5.195720796500938,75.0,7.0,2.0
2023,POST,all,LA,30,11.218379624959285,18.0,3.0,0.0
2023,POST,all,MIA,43,14.206513834998944,21.0,0.0,0.0
2023,POST,all,PHI,42,13.333141334222804,21.0,4.0,0.0
2023,POST,all,PIT,34,9.872796645610766,15.0,2.0,0.0
2023,POST,all,SF,134,14.145321596420484,61.0,5.0,3.0
2023,POST,all,TB,85,5.169133458702545,38.0,5.0,0.0
2023,POST,close,BAL,56,16.645252414038456,28.0,0.0,0.0
2023,POST,close,BUF,30,1.3551868932488098,15.0,0.0,0.0
2023,POST,close,CLE,16,12.955871360618579,8.0,0.0,0.0
2023,POST,close,DAL,10,5.710546329850331,6.0,0.0,0.0
2023,POST,close,DET,90,5.4325625145372785,38.0,6.0,3.0
2023,POST,close,GB,46,1.647363805370249,20.0,1.0,1.0
2023,POST,close,HOU,48,11.619040650493819,25.0,4.0,0.0
2023,POST,close,KC,111,4.276246500285735,50.0,3.0,1.0
2023,POST,close,LA,30,11.218379624959285,18.0,3.0,0.0
2023,POST,close,MIA,27,9.135920570580062,13.0,0.0,0.0
2023,POST,close,PHI,23,0.7249058933338866,10.0,3.0,0.0
2023,POST,close,PIT,11,9.081955757166725,9.0,0.0,0.0
2023,POST,close,SF,104,4.503678894167823,44.0,3.0,3.0
2023,POST,close,TB,62,1.1274288202403113,27.0,3.0,0.0
2023,POST,clutch,BAL,1,2.9135964945307933,1.0,0.0,0.0
2023,POST,clutch,DET,5,-3.7157123552314006,2.0,0.0,1.0
2023,POST,clutch,GB,7,3.0296537938993424,4.0,0.0,0.0
2023,POST,clutch,KC,7,1.1521048689692037,3.0,0.0,0.0
2023,POST,clutch,LA,2,0.09736650087870657,1.0,0.0,0.0
2023,POST,clutch,SF,21,4.899036499330965,13.0,0.0,1.0
2023,POST,clutch,TB,3,-1.0175380578730255,1.0,0.0,0.0
2023,POST,late,BAL,2,3.159701953525655,2.0,0.0,0.0
2023,POST,late,BUF,9,-3.5314445190597326,3.0,0.0,0.0
2023,POST,late,DAL,1,-0.8515712678781711,0.0,0.0,0.0
2023,POST,late,DET,9,0.2992731795967556,5.0,0.0,1.0
2023,POST,late,GB,21,7.945048327790573,12.0,1.0,0.0
2023,POST,late,HOU,4,0.3217936095315963,2.0,1.0,0.0
2023,POST,late,KC,28,-1.4820691232325491,11.0,1.0,0.0
2023,POST,late,LA,2,0.09736650087870657,1.0,0.0,0.0
2023,POST,late,SF,31,13.684085224763681,20.0,0.0,1.0
2023,POST,late,TB,6,-2.2698623793548904,2.0,0.0,0.0
2023,POST,ot,KC,6,2.2834242673833987,3.0,0.0,0.0
2023,POST,ot,SF,9,5.587851630814839,6.0,0.0,0.0
2023,POST,q1,BAL,25,11.809741594122535,13.0,0.0,0.0
2023,POST,q1,BUF,13,-4.910844390578707,5.0,0.0,0.0
2023,POST,q1,CLE,10,3.978486354472073,4.0,0.0,0.0
2023,POST,q1,DAL,9,3.9169767425046302,5.0,0.0,0.0
2023,POST,q1,DET,25,-0.6190813550569954,12.0,3.0,1.0
2023,POST,q1,GB,9,-6.054759701481089,3.0,1.0,1.0
2023,POST,q1,HOU,17,5.725019393375963,10.0,0.0,0.0
2023,POST,q1,KC,32,4.199296480686146,16.0,0.0,1.0
2023,POST,q1,LA,9,7.903353782487102,8.0,0.0,0.0
2023,POST,q1,MIA,11,3.3561917385086417,5.0,0.0,0.0
2023,POST,q1,PHI,13,10.820367029995356,8.0,0.0,0.0
2023,POST,q1,PIT,12,2.9393010755302384,7.0,0.0,0.0
2023,POST,q1,SF,23,2.96615318363443,7.0,1.0,0.0
2023,POST,q1,TB,15,-5.412905673729256,5.0,0.0,0.0
2023,POST,q2,BAL,24,3.9645950268588566,12.0,0.0,0.0
2023,POST,q2,BUF,17,1.1324681551782594,7.0,1.0,1.0
2023,POST,q2,CLE,6,8.977385006146505,4.0,0.0,0.0
2023,POST,q2,DAL,7,10.685990413127001,7.0,0.0,0.0
2023,POST,q2,DET,29,16.877042762100924,14.0,0.0,1.0
2023,POST,q2,GB,32,5.020859895692574,21.0,1.0,1.0
2023,POST,q2,HOU,23,-3.4279354189056903,7.0,5.0,0.0
2023,POST,q2,KC,37,0.7054584336623639,18.0,3.0,0.0
2023,POST,q2,LA,10,5.25704227067763,6.0,1.0,0.0
2023,POST,q2,MIA,16,5.779728832071419,8.0,0.0,0.0
2023,POST,q2,PHI,15,-5.441571626605922,3.0,2.0,0.0
2023,POST,q2,PIT,12,5.622932966930906,4.0,1.0,0.0
2023,POST,q2,SF,33,8.347106657618939,15.0,3.0,0.0
2023,POST,q2,TB,30,10.068793460036813,14.0,2.0,0.0
